"","exposure","outcome","id.exposure","id.outcome","samplesize","SNP","b","se","p"
"17","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs353608",0.31720307757497,0.0462036529937675,6.63402101623792e-12
"18","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs3747093",0.312859637736263,0.0474186861455944,4.17266279480703e-11
"19","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs389884",0.238601307208306,0.034644057791539,5.6892517152976e-12
"20","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs4274624",0.29927901556682,0.0493009531329688,1.27551606829556e-09
"21","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs4388254",0.319764929074645,0.0463780261014941,5.39593376345095e-12
"22","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs4916215",0.314973272207138,0.0466089308907301,1.40114374653189e-11
"23","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs58688157",0.314580553114322,0.0467614435992373,1.72781925764899e-11
"24","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs58721818",0.308984295828743,0.0471271271042477,5.51222558470586e-11
"25","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs597808",0.311567577764954,0.047039897883487,3.5085178565606e-11
"26","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs6671847",0.309261909831807,0.0472445694593796,5.91073026176808e-11
"27","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs6679677",0.309296005740105,0.0474808516250219,7.31166129977388e-11
"28","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs6889239",0.307314266776601,0.0474641916679215,9.50288051798026e-11
"29","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs7097397",0.314527662644848,0.0467641902884609,1.74602809454813e-11
"30","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs73068668",0.31433205128165,0.0467471971916998,1.76701242171751e-11
"31","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs7768653",0.312776904200846,0.0471785758628034,3.36509901964694e-11
"32","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs7899626",0.315649323169409,0.0464899747652062,1.12428264543982e-11
"33","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"All",0.310153578320465,0.0460194281731137,1.58798550838231e-11
